"","State","id","text","Class","period","licensure","education_access","services","status","enforcement","criminal","refugee","migrant","employment","emergency","Class_Int","impact_score","weighted_class"
"543","IL","IL SR 1380 2014","This memorial resolution honors the life and work of Richard A. Schwebel, including his sponsoring of immigrants for citizenship.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"544","IL","IL SR 1402 2016","This resolution mourns the death of Violette King, who immigrated to the U.S. and is acclaimed for her work in Cytotechnology and Cytology.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"545","IL","IL SR 1406 2016","This resolution mourns the death of William J. Roth, who was the the son of immigrants and who was an esteemed banker, businessman, and financial consultant in the greater Chicagoland area.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"546","IL","IL SR 1505 2016","This resolution mourns the death of Anthony T. Tony Ferrelli, who was the son of immigrants and who was a decorated soldier.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"547","IL","IL SR 1529 2014","This memorial resolution honors the life of Torleiv M. Moi, an immigrant from Norway.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"548","IL","IL SR 1538 2014","This memorial resolution recognizes the life and work of Harry Jasper, an immigrant from the Netherlands.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"549","IL","IL SR 1549 2014","This memorial resolution honors the life and work of George Knudsen, son of Danish immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"550","IL","IL SR 158 2015","This resolution honors Siegfried Reinhold Ziggy Boettle, who passed away on February 3, 2015. Boettle immigrated from Germany to Waukegan, Illinois, where he worked at the Outboard Marine Corporation for 35 years. After retiring, he became the face of safety for Formula One boat racing as the cockpit safety monitor with the UIM, the international governing body of power boating.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"551","IL","IL SR 1609 2016","This resolution mourns the death of Margaret Sandner Eyre, who was the daughter of immigrants and who is acclaimed for her work in eradicating world hunger.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"552","IL","IL SR 1610 2016","This resolution mourns the death of Eunice Granny Andreas of McHenry, whose mother was an immigrant. The matriarch of a large family, she was renowned for her home-cooking and 4th of July parties.","","2012-2016",0,0,0,0,1,0,0,1,0,0,NA,2,NA
"553","IL","IL SR 1615 2016","This resolution mourns the death of Plessa Edward Mast, whose ancestors were immigrants, and who was an acclaimed professor of electrical engineering at U of I.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"554","IL","IL SR 1738 2016","This resolution mourns the death of Dr. Quentin Young, who was the son of immigrants and who was an acclaimed physician and civil rights leader.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"555","IL","IL SR 1748 2016","This resolution declares April 19, 2016 as Illinois Muslim Action Day, endorses the national Take on Hate campaign, and recognizes the diversity of Illinois, whose population is 13.5% immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"556","IL","IL SR 1782 2016","This resolution urges the U.S. Congress to recognize the Ku Klux Klan as a terrorist organization, condemns all similar organizations that discriminate against individuals on the basis of their immigration status (among other attributes).","","2012-2016",0,0,0,1,0,0,0,0,0,0,NA,1,NA
"557","IL","IL SR 1852 2016","This resolution urges Congress and the President to return deported veterans and their families to the United States.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"560","IL","IL SR 328 2013","This resolution urges the President and the U.S. Congress to enact comprehensive immigration reform.","","2012-2016",0,0,0,0,0,0,1,0,0,0,NA,0,NA
"561","IL","IL SR 335 2013","This resolution mourns the death of Rabbi Reuven Frankel of Deerfield, the son of immigrants from Jerusalem in 1939.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"562","IL","IL SR 400 2013","This resolution mourns the passing of Angelina Nana DeAngelis, an Italian immigrant to Joliet who blessed her family and friends with an abundance of love, prayers, and homemade Italian food.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"563","IL","IL SR 545 2015","This resolution recognizes Irene (nee Witek) Charcut of North Chicago, who passed away on May 9, 2015. Irene Charcut was heavily involved with volunteer work for her local community and for decades on a pro bono basis, Irene Charcut assisted thousands of Polish immigrants who lovingly called her ciocia (auntie). She also served as an interpreter at a local bank for 17 years.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"564","IL","IL SR 560 2012","The resolution mourns the death of Reverend J. Sandman of Oak Brook who after retiring, spent a year with his wife volunteering in Turkey, among Iraqi, Iranian, and Bosnian refugees, plus hundreds of African economic migrants.","","2012-2016",0,0,0,0,0,0,1,1,0,0,NA,1,NA
"565","IL","IL SR 597 2012","This resolution mourns the death of Nello Ferrara, son of an Italian immigrant business owner, patriarch of the Ferrara Pan company, a company founded by his father in 1947.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"566","IL","IL SR 693 2012","This resolution mourns the death of Elizabeth A. (Betty Ann) Donovan, daughter of Irish Immigrants and a proud Chicagoan.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"567","IL","IL SR 802 2015","Urges the United States government to bring pressure to bear on the Dominican Republic, using means including sanctions, travel bans, or other tools that leverage the Dominican government's dependence on foreign trade and tourism, to immediately halt any and all discriminatory deportations of Haitians living in the Dominican Republic and Dominicans of Haitian descent, comply with international law, and treat all of its residents fairly and humanely.","","2012-2016",0,0,0,0,1,0,0,0,0,0,NA,1,NA
"568","IL","IL SR 858 2015","Mourns the death of Mary H. May Lockhart. Immigrant from Scotland.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"569","IL","IL SR 93 2015","This resolution honors Judy Baar Topinka, who passed away on December 10, 2014. Judy Baar Topinka was born to immigrant parents in Riverside and dedicated herself to a lifetime of service to the people of the State of Illinois, eventually serving in the Illinois House of Representatives and later the Senate.","","2012-2016",0,0,0,0,1,0,0,1,0,0,NA,2,NA
"570","IL","IL SR 969 2014","Expresses solidarity with the North Korean refugees in their quest for relief from hunger and persecution, articulates support for development of a Human Rights and Democracy program and calls upon the United States government to take a leadership role in forming an international framework for resettlement of North Korean refugees both Here and abroad.","","2012-2016",0,0,0,0,0,0,1,0,0,0,NA,0,NA
"576","IN","IN HCR 39 2016","This resolution recognizes Farmworkers Awareness Week, the birthday of Cesar Chavez, and the work of Proteus, Inc., a nonprofit organization that serves migrant and seasonal farmworkers, immigrants, and others.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"577","IN","IN HCR 43 2016","This resolution mourns the death of Mark St. John, who advocated for the human service needs of migrant and seasonal farmworkers, among others.","","2012-2016",0,0,0,0,1,0,0,1,0,0,NA,2,NA
"578","IN","IN HCR 58 2012","This resolution congratulates Steve Pangere, son of a Greek immigrant, and four other community leaders on being the 2012 inductees into The Times Northwest Indiana Business and Industry Hall of Fame.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"579","IN","IN HR 32 2012","This resolution honors Wilson Reyes, who as an educator, helped Spanish-speaking parents get the information needed to play an important role in their children's education.","","2012-2016",0,1,0,0,0,0,0,0,0,0,NA,1,NA
"580","IN","IN HR 35 2015","This resolution recognizes Father Theodore M. Hesburgh, C.S.C., who passed away on February 26, 2015. Father Hesburgh was President of the University of Notre Dame from 1952-1987. He held a number of influential public positions dealing with civil and human rights, including immigration and refugee affairs.","","2012-2016",0,1,0,0,0,0,1,0,0,0,NA,1,NA
"581","IN","IN HR 49 2013","This resolution honors Mohaned Mohammed Jassim for his service as an interpreter and advisor within the Coalition Forces in Iraq and his wife Zaman Hasad Alsaedi who served as a coordinator of relocation services for political refugees. For their contributions, they received a special immigrant visa and officially became U.S. citizens in 2013.","","2012-2016",0,0,0,0,1,0,1,1,0,0,NA,2,NA
"582","IN","IN S 207 2013","This law, relating to eligibility verification for public benefits, does not require citizenship verification for individuals who are not applying for any state, local or federal benefits other than resident tuition rate or scholarships, grants or financial aid for postsecondary education.","","2012-2016",0,1,1,0,0,0,0,0,0,0,NA,2,NA
"587","IN","IN S 441 2015","This law eliminates language excluding payments made for services provided to a business that was enrolled and participated in the E-Verify program during the time the taxpayer conducted business in Indiana in the taxable year, when calculating certain tax deductions.","","2012-2016",0,0,0,0,1,0,0,0,1,0,NA,2,NA
"588","IN","IN S 538 2013","This law authorizes the bureau of motor vehicles to require that individuals include their social security number on applications for a license, a permit or an identification card.","","2012-2016",1,0,0,0,1,0,0,0,0,0,NA,2,NA
"589","IN","IN SCR 12 2013","This resolution urges the renaming of an I-64 bridge to honor Seargeant John Edward Hatfull, an immigrant from England who excelled as a Cadet at the Indiana State Police Academy and was killed in the line of duty while leading an Emergency Response Team.","","2012-2016",0,0,0,0,1,0,0,1,0,0,NA,2,NA
"590","IN","IN SCR 14 2016","This resolution urges the Indiana Department of Transportation to place signs indicating the location of the Corning Irish Heritage Center, which exists to preserve the cultural legacy of nineteenth- century Irish immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"591","IN","IN SCR 24 2015","This resolution honors St. Stephen Bulgarian Eastern Orthodox Church on its 100th anniversary. St. Stephen Bulgarian Eastern Orthodox Church was founded in Indianapolis, Indiana in 1915, by Bulgarian and Macedonian immigrants and was previously located in the Haughville neighborhood where Eastern European immigrants have historically resided. St. Stephen Bulgarian Eastern Orthodox Church is the only Bulgarian Orthodox Archdiocese of the United States, Canada, and Australia.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"592","IN","IN SCR 27 2015","This resolution recognizes Father Theodore M. Hesburgh, C.S.C., who passed away on February 26, 2015. Father Hesburgh was President of the University of Notre Dame from 1952-1987. He held a number of influential public positions dealing with civil and human rights, including immigration and refugee affairs.","","2012-2016",0,1,0,0,0,0,1,0,0,0,NA,1,NA
"593","IN","IN SR 9 2012","This resolution urges the legislative council to establish a study committee to study the changes to Indiana law requiring undocumented students to pay out-of-state tuition rates to attend Indiana's seven public institutions of higher education.","","2012-2016",0,1,0,0,0,0,0,0,0,0,NA,1,NA
"594","KS","KS H 2231 2014","This appropriations law includes funding for refugee programs.","","2012-2016",0,0,0,0,0,0,1,0,0,0,NA,0,NA
"596","KS","KS H 2568 2012","This law defines what is required for sex offender registration, including travel or immigration documents.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"597","KS","KS S 105 2015","This law applies the Uniform Interstate Family Support Act (UIFSA 2008) to support proceedings involving foreign support orders, tribunals or residents.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"598","KS","KS S 129 2012","This law requires U.S. citizenship to vote and outlines documents valid to prove citizenship in order to register to vote.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"602","KY","KY H 128 2014","This law requires applicants for gun permits o be citizens or lawfully admitted to the United States. Noncitizens must provide an affidavit concerning his or her immigration status and specified US government issued identification.","","2012-2016",1,0,0,1,0,0,0,0,0,0,NA,2,NA
"603","KY","KY H 337 2014","An applicant for a master heating, ventilation, and air conditioning contractor's license shall be a citizen or legal resident of the U.S.","","2012-2016",1,0,0,1,1,0,0,0,0,0,NA,3,NA
"605","KY","KY HJR 197 2016","This resolution celebrates Kentucky's 225th anniversary and commemorates its notable history, including Daniel Boone and the group of immigrants he led through the Cumberland Gap to establish a settlement at Boonesborough.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"606","KY","KY HR 246 2016","This resolution recognizes Refugee Day at the Capitol.","","2012-2016",0,0,0,0,0,0,1,0,0,0,NA,0,NA
"607","KY","KY S 95 2012","This law gives priority acceptance to a schoolwide Title I summer camp program to children who are the lowest-achieving, most economically disadvantaged, disabled, migrant, homeless, or have limited- English proficiency.","","2012-2016",0,0,1,0,0,0,0,1,0,0,NA,2,NA
"608","KY","KY SR 101 2013","This resolution adjourns the Senate in memory of Julia Gearty Dalton DuPont, an immigrant from Scotland by way of Canada who became a U.S. citizen in 1963.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"609","KY","KY SR 178 2012","This resolution adjourns the Senate in honor of Frank Jemley, Jr. son of Syrian immigrants.","","2012-2016",0,0,0,0,0,0,1,1,0,0,NA,1,NA
"611","KY","KY SR 234 2015","This resolution is in honor and loving memory of Suk Man Rai and Chita Chuwan. Suk Man Rai, 19, a student at Fern Creek High School, and Chita Chuwan, 16, a student at Seneca High School, were killed when a train struck their vehicle on Bardstown Road in Louisville on March 14, 2015. These students were both Nepali-Bhutanese refugees who had immigrated to the United States with their families in search of a better life.","","2012-2016",0,1,0,0,0,0,1,0,0,0,NA,1,NA
"612","KY","KY SR 350 2014","Honors Suzy Post who was born in 1933 in Louisville, Kentucky, the daughter of first-generation German Jewish immigrants and dedicated her life early on to the fight against inequality in this country. After World War II she became a tireless supporter of Civil Rights, joining the NAACP and participating in demonstrations through the 1960s and 1970s. In 1968, Suzy Post was elected President of what is now the ACLU of Kentucky and created the Commonwealth's first statewide Women's Conference. Working at the Presbyterian Seminary's Prophetic Ministry Department, she advised students about welfare and tenant rights.","","2012-2016",0,1,1,0,0,0,0,1,0,0,NA,3,NA
"613","LA","LA H 1 2014","This law appropriates moneys for grants to impoverished refugees.","","2012-2016",0,0,0,0,0,0,1,0,0,0,NA,0,NA
"614","LA","LA H 1 2015","This budget appropriates $75,094,875 in non-discretionary expenditure and $104,221,759 in discretionary expenditures for Community and Family Services, which funds various public benefits, including cash grants to impoverished refugees. Additionally, it funds $160,678,983 in non-discretionary expenditure and $51,395,597 in discretionary expenditures for Field Services, which determines the eligibility for various public benefits, including cash grants to low-income refugees.","","2012-2016",0,0,1,0,1,0,1,0,0,0,NA,2,NA
"615","LA","LA H 1 2016","This appropriations law allocates money from the Department of Children and Family services for cash grants to impoverished refugees.","","2012-2016",0,0,0,0,1,0,1,0,0,0,NA,1,NA
"616","LA","LA H 1025 2014","This law expands the scope of behavior considered debt bondage to include the actual or threatened destruction, concealment, confiscation, removal, or possession of another person's immigration document, passport, or identification.","","2012-2016",1,0,0,0,0,0,0,0,0,0,NA,1,NA
"618","LA","LA H 1071 2014","Reduces residency requirement to six months to apply for a noncommercial hunting or fishing permit.","","2012-2016",1,0,0,0,0,0,0,0,0,0,NA,1,NA
"620","LA","LA H 138 2012","This law specifies documents that must be provided for sex offender registration including travel and immigration documents such as a passport or other document verifying immigration status.","","2012-2016",0,0,0,1,0,0,0,0,0,0,NA,1,NA
"621","LA","LA H 181 2015","This law provides an exception to citizenship requirements of the Taylor Opportunity Program for Students recipients, allows a non-citizen student to receive an award if the parent is a non-citizen who is serving in or was honorably discharged from the U.S. Armed Forces.","","2012-2016",0,1,0,0,0,0,0,0,0,0,NA,1,NA
"622","LA","LA H 242 2015","In parishes that send out jury duty notices or questionnaires, the clerk of court or other responsible entity must notify the Department of State of any returned jury duty notice or questionnaire indicating the person is unable to serve because he is not a U.S. citizen. Additionally, upon the expiration of each jury selection panel, each federal district court in the state shall notify the Department of State of any person identified as not being a United States citizen.","","2012-2016",0,0,0,0,1,0,0,0,0,0,NA,1,NA
"623","LA","LA H 425 2013","This law requires that check cashing facilities check for identification when cashing U.S. Treasury tax refund or state tax refund checks for $1,000 or more. Acceptable identification includes valid foreign passports.","","2012-2016",1,0,0,0,0,0,0,0,0,0,NA,1,NA
"624","LA","LA H 462 2013","This law exempts officers, directors and stockholders of coporations or members of limited liability companies from the citizenship requirement for manufacturer's permits.","","2012-2016",1,0,0,0,1,0,0,0,0,0,NA,2,NA
"625","LA","LA H 462 2015","This law exempts certain students from the citizenship requirement for the Taylor Opportunity Program for Students, including a student who will be eligible and apply for citizenship when they turn of age and acquire citizenship within one year of their application, a student who is the child of a non-U.S. citizen serving or honorably discharged from the U.S. armed forces, a student who graduates from high school during the 2002-2003 school year or thereafter, who is not a citizen of U.S. but who is a permanent resident as defined by U.S. Citizenship and Immigration Service, and who is eligible to apply for U.S. citizenship.","","2012-2016",0,1,0,0,1,0,0,0,0,0,NA,2,NA
"626","LA","LA H 491 2015","This law allows persons with valid and current legal authority to reside and work in the United States to apply for a dentistry license.","","2012-2016",1,0,0,0,1,0,0,0,0,0,NA,2,NA
"627","LA","LA H 620 2012","This law specifies the travel and immigration documents used in registering sex offenders.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"628","LA","LA H 705 2015","This law exempts certain students from the citizenship requirement for the Taylor Opportunity Program for Students, including a student who will be eligible and apply for citizenship when they turn of age and acquire citizenship within one year of their application, a student who is the child of a non-U.S. citizen serving or honorably discharged from the U.S. armed forces, a student who graduates from high school during the 2002-2003 school year or thereafter, who is not a U.S. citizen but who is a permanent resident as defined by U.S. Citizenship and Immigration Service, and who is eligible to apply for U.S. citizenship.","","2012-2016",0,1,0,0,1,0,0,0,0,0,NA,2,NA
"629","LA","LA H 836 2015","This law lists the documents accepted to obtain a marriage license if a party does not have a U.S. Social Security number or U.S. birth certificate.","","2012-2016",1,0,0,0,1,0,0,0,0,0,NA,2,NA
"631","LA","LA H 996 2012","This law clarifies the types of public works contracts for which the E-Verify system is required.","","2012-2016",0,0,0,0,0,0,0,0,1,0,NA,1,NA
"632","LA","LA HCR 1 2016","This resolution mourns the death of Wojciech Antoni Al Krotoski, who immigrated to the U.S. and is known for his work in epidemiology.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"633","LA","LA HCR 178 2013","This resolution urges and requests the Louisiana Workforce Commission to enforce the requirement that each employer verify the work authorization status of each employee so as to prevent human trafficking.","","2012-2016",0,0,0,0,0,0,0,0,1,0,NA,1,NA
"634","LA","LA HCR 46 2012","This resolution urges state agencies to utilize Louisiana French when translating information from English to French. Louisiana French was derived from Acadian and French immigrants and the French and African Creoles who came to Louisiana from the West Indies.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"635","LA","LA HCR 65 2013","This resolution expresses condolences on the death of Theodore Teddy George Solomon Sr., a pioneer of the film industry who began the Louisiana Film Commission. Solomon was the son of a Lebanese immigrant.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"639","LA","LA HR 73 2016","This resolution commends John Dan Gielen, who is a descendant of immigrants and who owns a number of retail stores throughout Louisiana.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"640","LA","LA S 256 2012","The Safe Pregnancy for Incarcerated Women Act limits the use of restraints on pregnant offenders in custody and includes any person detained under the immigration laws of the United States at any correctional facility in the definition of prisoner.","","2012-2016",0,0,0,0,1,0,0,0,0,0,NA,1,NA
"641","LA","LA S 468 2014","This law amends the provision that requires verification of legal citizenship or work authorization status for employees involved in contracts for public works so that the requirement only applies to new employees.","","2012-2016",0,0,0,0,0,0,0,0,1,0,NA,1,NA
"644","LA","LA SCR 119 2013","This resolution establishes a task force to study and make recommendations on the implementation of the federal Real ID Act of 2005 in Louisiana.","","2012-2016",1,0,0,0,0,0,0,0,0,0,NA,1,NA
"645","LA","LA SCR 12 2012","This resolution commends the contributions made by Irish immigrants in providing the essential labor force needed for the expansion of the industrial American age and designates each March as Irish- American Heritage Month.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"646","LA","LA SCR 130 2013","This resolution expresses condolences upon the death of Ralph Perlman, former state budget director and son of European immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"647","LA","LA SCR 18 2012","This resolution expressing the condolences of the Legislature of Louisiana upon the passing of former Senator Samuel Bernard Sammy Nunez, Jr., a direct descendent of Isleos, a Spanish speaking people who immigrated from Canary Islands.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"648","LA","LA SCR 40 2016","This resolution commends Kaliste Saloom Junior, who was the child of immigrants, on his induction into the Louisiana Political Museum and Hall of Fame.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"650","LA","LA SCR 76 2014","This resolution commends the city of Sulphur upon the celebration of its first one hundred years, recognizes its history, and its current population including all manner of ethnic origins and many descendants of early immigrants who can trace their roots back to the heartland of the United States, Canada, and Germany.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"651","LA","LA SR 102 2015","This resolution expresses the sincere condolences of the Senate of the Legislature of Louisiana upon the death of long-time Baton Rouge community leader, Irwin Richard Dick Schneider. Born to immigrant parents in 1921 in Newark, New Jersey, Schneider was a professional engineer and loving family man dedicated to bettering his community.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"652","LA","LA SR 110 2015","This resolution requests the governor to appoint a cosmetologist or owner of a beauty shop or salon from the Vietnamese-American Community in Louisiana to serve on the Louisiana Board of Cosmetology at the occurrence of the next vacancy.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"653","LA","LA SR 158 2016","This resolution designates June 2016 as National Caribbean-American Heritage Month, and recognizes the U.S. as a nation of immigrants, and who has benefited from Caribbean American contributions.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"654","LA","LA SR 60 2014","This resolution commends the city of Sulphur upon the celebration of its first one hundred years, recognizes its history, and its current population including all manner of ethnic origins and many descendants of early immigrants who can trace their roots back to the heartland of the United States, Canada, and Germany.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"655","LA","LA SR 7 2016","This resolution commends Our Lady Help of Christians Catholic Church, which was founded by French Catholic immigrants, on its 100th anniversary.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"656","MA","MA H 3650 2015","This appropriations law includes funding for refugee and immigrant services.","","2012-2016",0,0,0,0,1,0,1,1,0,0,NA,2,NA
"659","MA","MA H 4238 2012","This law prohibits registration of a motor vehicle or trailer unless the person holds a license, identification card issued under section 8E, social security number, or proof of legal presence. The governor returned the bill to the legislature saying the bill appears to be aimed at policing undocumented people. The House and Senate overrode the governor's veto.","","2012-2016",1,0,0,0,1,0,0,0,0,0,NA,2,NA
"661","MA","MA H 4377 2014","This law provides $3 million to the Massachusetts Technology Collaborative for a 3-year pilot program to offer candidates on nonimmigrant visas the opportunity to remain in the commonwealth to pursue practical training in entrepreneurship. The program offers part-time employment for qualified resident entrepreneur following a period of study for a masters or doctorate degree in the sciences, technological fields, engineering, mathematics, accounting, finance, economics, business or business administration in order to obtain practical experience in the field of study. To allow a resident entrepreneur to remain in the commonwealth, the employer is required to apply to USCIS for an H-1B visa. The program is required to provide annual reports to the legislature.","","2012-2016",0,0,0,0,0,0,0,1,1,0,NA,2,NA
"662","MA","MA H 4450 2016","This appropriations law includes funding for refugee and immigration services, including the Office for Immigrants and Refugees, and funds to offer candidates on nonimmigrant visas the opportunity to remain in the commonwealth to pursue practical training in entrepreneurship.","","2012-2016",0,0,0,0,1,0,1,1,0,0,NA,2,NA
"663","MA","MA H 4488 2016","This law provides for issuance of a REAL ID-compliant license for federal purposes, which shall be so marked, and for a Massachusetts driver's license not to be used for federal purposes that shall be so marked. No REAL ID-compliant license shall be issued to a person who fails to provide proof of lawful presence, provided, however, that U.S. citizens and other persons who provide proof of lawful presence may elect to apply for either a REAL ID-compliant license or a Massachusetts license. No license of any type may be issued to any person who does not have lawful presence. Temporary driver's licenses for less than 60 months may be issued to applicants with 12 months or more of work authorization, but the license must expire with the expiration of the applicant's authorized stay.","","2012-2016",1,0,0,0,1,1,0,0,0,0,NA,2,NA
"664","MA","MA S 2195 2014","This law establishes the Council on the Underground Economy whose mandate includes investigating circumstances where there is misclassification of employees, wage theft or the unreported payment of wages, including but not limited to circumstances involving immigrants.","","2012-2016",0,0,0,0,0,0,0,1,1,0,NA,2,NA
"665","MA","MA S 2211 2014","The department shall require unverified applicants for cash assistance for a dependent under transitional aid to families with dependent children to provide proof of income and assets. For the purposes of this section, an unverified applicant shall mean an applicant who has not provided the required information about citizenship or immigration status.","","2012-2016",0,0,0,1,0,0,0,0,0,0,NA,1,NA
"667","MD","MD H 1160 2015","This law repeals provisions of law requiring 85 percent of individuals employed by a person licensed by the State Racing Commission to hold a race meeting to be U.S. citizens who have maintained a permanent place of residence in the state for two years immediately before being employed.","","2012-2016",1,0,0,0,1,0,0,0,0,0,NA,2,NA
"668","MD","MD H 315 2014","This law alters the jurisdiction of an equity court to include custody or guardianship of an immigrant child, unmarried and less than 21 years of age, pursuant to a motion for special immigrant juvenile factual findings requesting a determination that the child was abused, neglected, or abandoned before the age of eighteen years for the purposes of the Federal Immigration and Nationality Act.","","2012-2016",0,0,0,0,1,0,0,1,0,0,NA,2,NA
"669","MD","MD H 34 2013","This law requires that the governor annually proclaim October as German-American Heritage Month in recognition of the contributions that German Americans have made to the state.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"672","MD","MD H 641 2012","This law provides plans for programs to raise awareness and treat Hepatitis B and Hepatitis C which infect many Americans. High risk populations include ethnic peoples including Asian and African immigrants.","","2012-2016",0,0,0,0,0,0,0,1,0,0,NA,1,NA
"673","MD","MD H 70 2015","This budget appropriates $14,410,177 for the Maryland Office for Refugees and Asylees federal fund appropriation in the line item for Child Support Enforcement Administration. The federal fund appropriation for language assistance is $9,363,356. It also appropriates $217,180, 270 for educating students with limited English proficiency.","","2012-2016",0,1,1,0,1,0,1,0,0,0,NA,3,NA
"674","MD","MD S 170 2014","This budget law appropriates funds to the Maryland Office for Refugees and Asylees.","","2012-2016",0,0,0,0,1,0,1,0,0,0,NA,1,NA
"676","MD","MD S 190 2016","This budget law includes funds for the Maryland Office for Refugees and Asylees.","","2012-2016",0,0,0,0,1,0,1,0,0,0,NA,1,NA
"677","MD","MD S 676 2013","This law, which dictates how a governmental unit shall destroy an individual's records to protect against fraud, broadens the scope of protection from residents to individuals, and includes in its protections, social security numbers, passport numbers, driver's license numbers, and any other identification number issued by a government unit.","","2012-2016",1,0,0,0,1,1,0,0,0,0,NA,2,NA
"678","MD","MD S 715 2013","This law, which dictates how a governmental unit shall destroy an individual's records to protect against fraud, broadens the scope of protection from residents to individuals, and includes in its protections, social security numbers, passport numbers, driver's license numbers, and any other identification number issued by a government unit.","","2012-2016",1,0,0,0,1,1,0,0,0,0,NA,2,NA
"680","MD","MD S 829 2015","This law exempts persons licensed to practice audiology or speech-language pathology in another state or a foreign country from a licensure requirement while the individuals are providing a clinical demonstration or receiving clinical training at a training or an educational event in the state.","","2012-2016",1,1,0,0,1,0,0,0,0,0,NA,3,NA
"681","MD","MD S 942 2013","This law mandates that the State Board of Physicians establish within its examination or licensing procedures, oral competency in the English language.","","2012-2016",0,0,0,0,1,0,0,0,0,0,NA,1,NA
"682","MD","MD S 95 2016","This law states that one of the four purposes of adult education and literacy services is to assist immigrants by improving their English language proficiency in reading, writing, speaking, and comprehension skills, improving mathematics skills, and acquiring an understanding of the American system of government, individual freedom, and the responsibilities of citizenship. The law provides grants for services, including English language and integrated civics education.","","2012-2016",0,1,1,0,1,0,0,1,0,0,NA,4,NA
"683","ME","ME H 1117 2012","This law specifies the documents used in registering and maintaining records on sex offenders including passports and immigration documents.","","2012-2016",0,0,0,0,0,0,0,0,0,0,NA,0,NA
"684","ME","ME H 1118 2016","This law amends the cost of an alien crossbow permit, small game hunting license, hunting license, and combination hunting and fishing license.","","2012-2016",1,0,0,1,1,0,0,0,0,0,NA,3,NA
"689","ME","ME H 824 2013","This law defines human trafficking to include the destruction, concealment, removal, confiscation or possession of any actual or purported passport or other immigration document in order to force the individual to perform certain services.","","2012-2016",0,0,0,0,1,0,0,0,0,0,NA,1,NA
"690","ME","ME H 980 2013","This law allows the Secretary of State to exempt requirements for proving legal presence in the United States when renewing a driver's license or nondriver identification card if the individual has continuously held a valid license or ID card since December 31, 1989 or was born before December 1, 1964.","","2012-2016",1,0,0,0,1,0,0,0,0,0,NA,2,NA
